,SUBDIVISION,YEAR,MONTH,MAX_TEMP,MIN_TEMP,MEAN_TEMP,PRECEPTIONS,PRESSURE,WIND_SPEED,RAINFALL
9,HIMACHAL PRADESH,2011.0,9.0,22.23,31.05,26.62,204.27,93.74,11.53,120.3
10,HIMACHAL PRADESH,2011.0,10.0,19.86,31.57,25.69,47.17,93.89,9.2,6.0
11,HIMACHAL PRADESH,2011.0,11.0,15.72,29.21,22.44,18.94,94.03,8.49,0.3
12,HIMACHAL PRADESH,2011.0,12.0,11.95,25.92,18.92,8.88,94.07,8.25,6.9
1,HIMACHAL PRADESH,2012.0,1.0,10.15,23.89,17.0,20.24,94.08,7.18,92.3
2,HIMACHAL PRADESH,2012.0,2.0,12.79,26.95,19.85,4.59,93.96,7.86,51.3
3,HIMACHAL PRADESH,2012.0,3.0,17.12,31.86,24.47,7.39,93.9,7.01,28.4
4,HIMACHAL PRADESH,2012.0,4.0,21.32,35.38,28.33,37.67,93.79,8.0,55.9
5,HIMACHAL PRADESH,2012.0,5.0,24.23,37.42,30.8,31.17,93.67,8.91,9.4
6,HIMACHAL PRADESH,2012.0,6.0,25.3,35.62,30.44,102.95,93.63,8.94,31.1
7,HIMACHAL PRADESH,2012.0,7.0,23.86,31.68,27.75,266.21,93.56,9.11,241.5
8,HIMACHAL PRADESH,2012.0,8.0,23.01,30.39,26.68,275.86,93.7,10.84,280.6
9,HIMACHAL PRADESH,2012.0,9.0,22.21,31.04,26.6,226.38,93.79,10.58,133.1
10,HIMACHAL PRADESH,2012.0,10.0,19.09,30.88,24.96,59.84,93.96,9.35,3.1
11,HIMACHAL PRADESH,2012.0,11.0,14.67,28.14,21.38,24.04,94.0,9.08,3.2
12,HIMACHAL PRADESH,2012.0,12.0,12.03,25.94,18.96,9.45,94.09,9.03,21.8
1,HIMACHAL PRADESH,2013.0,1.0,10.38,24.57,17.45,7.62,94.2,7.46,79.9
2,HIMACHAL PRADESH,2013.0,2.0,12.86,27.49,20.15,23.55,94.1,8.55,182.6
3,HIMACHAL PRADESH,2013.0,3.0,17.32,32.19,24.73,13.57,93.98,7.24,76.6
4,HIMACHAL PRADESH,2013.0,4.0,21.17,35.23,28.17,28.73,93.77,8.72,28.9
5,HIMACHAL PRADESH,2013.0,5.0,24.51,37.48,30.97,48.22,93.66,8.16,32.6
6,HIMACHAL PRADESH,2013.0,6.0,23.66,34.01,28.81,229.72,93.53,11.42,233.6
7,HIMACHAL PRADESH,2013.0,7.0,23.12,30.94,27.0,347.61,93.54,9.56,208.8
8,HIMACHAL PRADESH,2013.0,8.0,22.78,30.16,26.45,252.53,93.68,13.21,240.0
9,HIMACHAL PRADESH,2013.0,9.0,22.5,31.35,26.9,161.08,93.71,9.01,65.8
10,HIMACHAL PRADESH,2013.0,10.0,19.68,31.09,25.36,113.9,93.86,7.62,21.8
11,HIMACHAL PRADESH,2013.0,11.0,14.54,28.04,21.27,21.08,94.07,8.05,16.6
12,HIMACHAL PRADESH,2013.0,12.0,11.51,25.21,18.34,7.01,94.13,7.85,24.8
1,HIMACHAL PRADESH,2014.0,1.0,10.91,24.68,17.77,16.57,94.25,7.77,69.6
2,HIMACHAL PRADESH,2014.0,2.0,12.41,26.55,19.46,20.99,94.01,7.86,124.9
3,HIMACHAL PRADESH,2014.0,3.0,16.41,31.12,23.74,20.49,94.05,6.78,125.2
4,HIMACHAL PRADESH,2014.0,4.0,21.07,35.34,28.18,21.26,93.9,7.22,60.6
5,HIMACHAL PRADESH,2014.0,5.0,23.41,36.53,29.95,58.64,93.74,9.55,68.9
6,HIMACHAL PRADESH,2014.0,6.0,25.5,35.95,30.7,107.32,93.61,11.21,51.7
7,HIMACHAL PRADESH,2014.0,7.0,24.12,31.9,27.99,282.04,93.67,10.67,203.6
8,HIMACHAL PRADESH,2014.0,8.0,23.57,30.97,27.24,227.32,93.69,12.19,146.7
9,HIMACHAL PRADESH,2014.0,9.0,22.16,31.08,26.59,211.02,93.83,9.98,84.6
10,HIMACHAL PRADESH,2014.0,10.0,19.67,31.42,25.52,75.17,94.01,7.55,19.3
11,HIMACHAL PRADESH,2014.0,11.0,15.38,28.8,22.07,15.5,94.14,7.9,4.5
12,HIMACHAL PRADESH,2014.0,12.0,11.17,24.81,17.97,8.8,94.17,7.35,49.3
1,JAMMU & KASHMIR,1981.0,1.0,10.68,23.8,17.21,20.72,94.2,7.29,146.1
2,JAMMU & KASHMIR,1981.0,2.0,12.99,27.48,20.21,8.59,94.1,7.15,131.2
3,JAMMU & KASHMIR,1981.0,3.0,16.5,30.73,23.59,34.1,93.97,7.05,227.3
4,JAMMU & KASHMIR,1981.0,4.0,21.06,35.07,28.04,35.36,93.78,9.35,88.9
5,JAMMU & KASHMIR,1981.0,5.0,23.54,36.59,30.04,64.94,93.66,8.31,76.7
6,JAMMU & KASHMIR,1981.0,6.0,24.72,35.17,29.92,142.82,93.56,9.61,72.3
7,JAMMU & KASHMIR,1981.0,7.0,23.33,30.73,27.01,319.13,93.58,8.81,216.0
8,JAMMU & KASHMIR,1981.0,8.0,22.88,30.25,26.54,253.92,93.62,10.47,90.3
9,JAMMU & KASHMIR,1981.0,9.0,22.13,31.17,26.63,204.78,93.69,8.7,26.7
10,JAMMU & KASHMIR,1981.0,10.0,19.07,30.94,24.98,52.51,93.94,8.83,15.3
11,JAMMU & KASHMIR,1981.0,11.0,13.98,27.08,20.5,22.46,94.05,7.58,37.4
12,JAMMU & KASHMIR,1981.0,12.0,10.9,24.56,17.71,11.81,94.3,7.23,7.3
1,JAMMU & KASHMIR,1982.0,1.0,11.35,24.72,18.02,17.44,94.18,7.68,91.9
2,JAMMU & KASHMIR,1982.0,2.0,12.67,25.97,19.3,11.22,94.01,6.14,139.0
3,JAMMU & KASHMIR,1982.0,3.0,15.72,29.99,22.83,25.78,93.9,7.47,222.4
4,JAMMU & KASHMIR,1982.0,4.0,20.52,34.24,27.35,38.18,93.79,9.29,128.7
5,JAMMU & KASHMIR,1982.0,5.0,22.78,35.65,29.19,52.07,93.79,6.65,104.6
6,JAMMU & KASHMIR,1982.0,6.0,24.25,34.67,29.44,128.74,93.63,10.27,42.0
7,JAMMU & KASHMIR,1982.0,7.0,24.0,32.24,28.1,250.82,93.59,9.51,89.6
8,JAMMU & KASHMIR,1982.0,8.0,22.91,30.28,26.57,246.21,93.66,8.9,134.5
9,JAMMU & KASHMIR,1982.0,9.0,21.8,31.35,26.55,132.02,93.84,8.73,33.3
10,JAMMU & KASHMIR,1982.0,10.0,19.5,31.19,25.32,50.98,94.02,6.58,64.2
11,JAMMU & KASHMIR,1982.0,11.0,15.26,27.39,21.31,42.83,94.08,8.37,55.9
12,JAMMU & KASHMIR,1982.0,12.0,11.69,25.17,18.41,7.04,94.27,6.7,96.0
1,JAMMU & KASHMIR,1983.0,1.0,10.26,23.98,17.1,11.92,94.27,7.41,118.8
2,JAMMU & KASHMIR,1983.0,2.0,12.26,26.2,19.21,12.4,94.07,6.71,97.2
3,JAMMU & KASHMIR,1983.0,3.0,16.61,30.68,23.62,18.95,93.98,9.25,318.8
4,JAMMU & KASHMIR,1983.0,4.0,19.87,33.65,26.74,28.01,93.81,10.79,207.8
5,JAMMU & KASHMIR,1983.0,5.0,23.16,36.1,29.61,63.77,93.71,9.8,108.8
6,JAMMU & KASHMIR,1983.0,6.0,24.74,35.14,29.92,152.79,93.57,15.41,67.1
7,JAMMU & KASHMIR,1983.0,7.0,23.58,31.8,27.67,305.0,93.59,9.66,154.0
8,JAMMU & KASHMIR,1983.0,8.0,23.18,30.39,26.76,293.46,93.59,9.92,222.1
9,JAMMU & KASHMIR,1983.0,9.0,22.14,30.76,26.43,222.19,93.67,8.4,115.1
10,JAMMU & KASHMIR,1983.0,10.0,18.83,30.07,24.43,94.99,93.83,9.2,39.7
11,JAMMU & KASHMIR,1983.0,11.0,13.33,27.41,20.35,10.81,94.17,8.77,14.6
12,JAMMU & KASHMIR,1983.0,12.0,10.9,24.44,17.65,22.48,94.14,9.21,21.2
1,JAMMU & KASHMIR,1984.0,1.0,10.5,23.81,17.13,17.29,93.98,7.57,33.6
2,JAMMU & KASHMIR,1984.0,2.0,11.49,25.76,18.6,21.04,93.9,8.34,181.2
3,JAMMU & KASHMIR,1984.0,3.0,17.2,32.48,24.82,12.59,93.94,7.8,90.5
4,JAMMU & KASHMIR,1984.0,4.0,21.27,35.38,28.3,36.44,93.7,10.02,128.2
5,JAMMU & KASHMIR,1984.0,5.0,24.4,37.81,31.08,45.96,93.56,11.0,52.3
6,JAMMU & KASHMIR,1984.0,6.0,24.14,34.47,29.28,146.52,93.48,13.09,63.2
7,JAMMU & KASHMIR,1984.0,7.0,22.95,30.71,26.8,290.02,93.51,12.59,159.6
8,JAMMU & KASHMIR,1984.0,8.0,22.45,30.15,26.28,245.52,93.66,7.66,234.7
9,JAMMU & KASHMIR,1984.0,9.0,21.26,30.17,25.69,157.82,93.77,10.71,96.4
10,JAMMU & KASHMIR,1984.0,10.0,18.78,30.77,24.75,60.85,93.92,8.23,2.0
11,JAMMU & KASHMIR,1984.0,11.0,13.57,27.52,20.52,11.33,94.11,6.33,45.4
12,JAMMU & KASHMIR,1984.0,12.0,11.39,25.45,18.4,9.72,94.0,8.33,70.2
1,JAMMU & KASHMIR,1985.0,1.0,11.04,24.5,17.75,16.51,94.09,8.12,80.1
2,JAMMU & KASHMIR,1985.0,2.0,12.58,27.4,19.97,5.95,93.72,6.91,23.7
3,JAMMU & KASHMIR,1985.0,3.0,18.07,33.17,25.59,14.27,93.89,8.68,42.1
4,JAMMU & KASHMIR,1985.0,4.0,21.39,35.53,28.44,27.48,93.67,9.02,71.4
5,JAMMU & KASHMIR,1985.0,5.0,23.91,37.16,30.51,55.82,93.55,9.73,106.9
6,JAMMU & KASHMIR,1985.0,6.0,24.03,34.46,29.22,129.78,93.6,9.15,54.4
7,JAMMU & KASHMIR,1985.0,7.0,22.96,30.65,26.78,290.74,93.68,8.8,295.5
8,JAMMU & KASHMIR,1985.0,8.0,22.82,30.28,26.52,241.93,93.62,8.38,154.8
9,JAMMU & KASHMIR,1985.0,9.0,21.94,31.07,26.48,142.72,93.75,8.44,54.7
10,JAMMU & KASHMIR,1985.0,10.0,18.29,29.95,24.1,114.52,93.86,9.83,90.0
11,JAMMU & KASHMIR,1985.0,11.0,14.23,27.85,21.02,16.84,94.05,7.91,13.9
12,JAMMU & KASHMIR,1985.0,12.0,12.04,25.58,18.79,16.27,94.15,7.6,179.7
1,JAMMU & KASHMIR,1986.0,1.0,10.65,24.25,17.42,11.49,94.12,7.55,20.9
2,JAMMU & KASHMIR,1986.0,2.0,12.62,26.64,19.6,18.27,94.01,6.98,110.9
3,JAMMU & KASHMIR,1986.0,3.0,16.75,31.43,24.07,12.0,93.87,8.04,235.0
4,JAMMU & KASHMIR,1986.0,4.0,20.93,35.15,28.01,31.59,93.73,8.39,163.7
5,JAMMU & KASHMIR,1986.0,5.0,23.05,36.36,29.68,52.54,93.66,10.52,72.4
6,JAMMU & KASHMIR,1986.0,6.0,24.07,34.71,29.37,151.97,93.5,12.38,63.5
7,JAMMU & KASHMIR,1986.0,7.0,23.04,31.0,26.99,256.5,93.67,10.06,230.8
8,JAMMU & KASHMIR,1986.0,8.0,22.51,30.32,26.39,241.91,93.65,12.08,217.9
9,JAMMU & KASHMIR,1986.0,9.0,22.01,31.3,26.63,133.26,93.8,8.77,36.9
10,JAMMU & KASHMIR,1986.0,10.0,19.08,30.82,24.93,65.73,93.96,7.11,45.5
11,JAMMU & KASHMIR,1986.0,11.0,15.16,28.45,21.78,39.95,94.08,7.54,164.1
12,JAMMU & KASHMIR,1986.0,12.0,11.03,24.76,17.87,16.95,94.22,8.03,159.5
1,JAMMU & KASHMIR,1987.0,1.0,10.75,24.72,17.71,11.22,94.24,8.16,45.0
2,JAMMU & KASHMIR,1987.0,2.0,13.04,27.51,20.25,10.64,94.19,7.56,150.1
3,JAMMU & KASHMIR,1987.0,3.0,16.87,31.43,24.13,22.28,93.95,8.34,140.4
4,JAMMU & KASHMIR,1987.0,4.0,21.27,35.41,28.32,32.68,93.85,9.62,134.7
5,JAMMU & KASHMIR,1987.0,5.0,22.49,35.73,29.09,46.76,93.86,7.88,234.4
6,JAMMU & KASHMIR,1987.0,6.0,24.84,35.66,30.23,120.76,93.55,10.9,125.1
7,JAMMU & KASHMIR,1987.0,7.0,23.81,32.19,27.97,208.84,93.74,9.59,71.9
8,JAMMU & KASHMIR,1987.0,8.0,23.21,31.12,27.14,274.18,93.64,9.05,128.4
9,JAMMU & KASHMIR,1987.0,9.0,22.7,32.0,27.33,122.29,93.81,8.11,47.0
10,JAMMU & KASHMIR,1987.0,10.0,19.53,31.38,25.43,85.95,93.91,6.55,122.8
11,JAMMU & KASHMIR,1987.0,11.0,14.97,28.86,21.89,25.29,93.98,6.29,0.3
12,JAMMU & KASHMIR,1987.0,12.0,11.56,25.2,18.36,24.49,94.26,7.48,15.9
1,JAMMU & KASHMIR,1988.0,1.0,11.6,25.58,18.57,4.57,94.2,7.09,78.2
2,JAMMU & KASHMIR,1988.0,2.0,13.73,28.19,20.94,11.77,94.01,6.27,155.5
3,JAMMU & KASHMIR,1988.0,3.0,17.09,31.46,24.25,23.35,93.82,7.45,280.2
4,JAMMU & KASHMIR,1988.0,4.0,21.52,35.61,28.54,39.78,93.8,7.91,46.8
5,JAMMU & KASHMIR,1988.0,5.0,24.6,37.69,31.12,58.37,93.56,10.2,39.9
6,JAMMU & KASHMIR,1988.0,6.0,24.25,34.87,29.53,166.4,93.55,11.09,76.3
7,JAMMU & KASHMIR,1988.0,7.0,23.19,30.91,27.03,354.92,93.55,9.99,413.8
8,JAMMU & KASHMIR,1988.0,8.0,23.02,30.3,26.63,283.73,93.58,12.27,165.7
9,JAMMU & KASHMIR,1988.0,9.0,22.3,31.33,26.79,230.8,93.56,11.05,308.6
10,JAMMU & KASHMIR,1988.0,10.0,18.83,30.94,24.86,49.68,93.93,8.06,5.4
11,JAMMU & KASHMIR,1988.0,11.0,14.4,27.92,21.14,20.87,94.13,8.2,7.0
12,JAMMU & KASHMIR,1988.0,12.0,11.51,25.54,18.5,15.84,94.25,9.13,93.6
1,JAMMU & KASHMIR,1989.0,1.0,9.82,23.89,16.84,14.7,94.06,7.86,74.9
2,JAMMU & KASHMIR,1989.0,2.0,12.06,26.84,19.43,6.41,94.11,7.82,78.2
3,JAMMU & KASHMIR,1989.0,3.0,16.31,30.86,23.56,22.48,93.87,7.2,134.1
4,JAMMU & KASHMIR,1989.0,4.0,20.59,35.14,27.84,19.33,93.76,8.42,114.6
5,JAMMU & KASHMIR,1989.0,5.0,23.63,37.18,30.38,46.18,93.57,10.06,139.0
6,JAMMU & KASHMIR,1989.0,6.0,23.53,33.99,28.74,152.33,93.65,10.13,69.1
7,JAMMU & KASHMIR,1989.0,7.0,22.88,31.21,27.02,298.3,93.58,15.62,293.8
8,JAMMU & KASHMIR,1989.0,8.0,22.52,30.28,26.38,232.41,93.64,8.2,114.9
9,JAMMU & KASHMIR,1989.0,9.0,21.92,31.09,26.48,157.9,93.74,7.84,39.3
10,JAMMU & KASHMIR,1989.0,10.0,19.07,31.1,25.06,58.81,93.88,7.05,40.3
11,JAMMU & KASHMIR,1989.0,11.0,14.78,28.2,21.47,15.52,94.21,9.0,50.7
12,JAMMU & KASHMIR,1989.0,12.0,10.95,24.66,17.78,9.66,94.24,8.62,67.1
1,JAMMU & KASHMIR,1990.0,1.0,11.38,26.05,18.69,6.29,94.22,7.67,110.2
2,JAMMU & KASHMIR,1990.0,2.0,13.22,26.69,19.94,27.74,94.04,8.47,206.5
3,JAMMU & KASHMIR,1990.0,3.0,16.19,30.07,23.1,28.94,94.0,7.7,309.8
4,JAMMU & KASHMIR,1990.0,4.0,20.92,34.86,27.87,28.16,93.7,8.85,98.4
5,JAMMU & KASHMIR,1990.0,5.0,23.35,35.96,29.63,85.53,93.54,10.46,28.6
6,JAMMU & KASHMIR,1990.0,6.0,23.83,34.09,28.93,179.54,93.58,8.52,69.1
7,JAMMU & KASHMIR,1990.0,7.0,22.89,30.57,26.71,285.45,93.68,8.68,193.3
8,JAMMU & KASHMIR,1990.0,8.0,22.84,30.27,26.53,301.58,93.68,9.88,133.5
9,JAMMU & KASHMIR,1990.0,9.0,22.07,30.63,26.32,173.05,93.79,7.06,115.6
10,JAMMU & KASHMIR,1990.0,10.0,18.71,30.23,24.45,86.77,93.92,7.91,38.6
11,JAMMU & KASHMIR,1990.0,11.0,15.15,28.47,21.79,25.31,94.05,8.46,10.5
12,JAMMU & KASHMIR,1990.0,12.0,11.67,25.28,18.45,13.79,94.22,8.52,259.7
1,JAMMU & KASHMIR,1991.0,1.0,10.23,23.94,17.06,12.2,94.13,8.35,71.3
2,JAMMU & KASHMIR,1991.0,2.0,13.32,27.42,20.35,12.26,94.15,8.8,216.5
3,JAMMU & KASHMIR,1991.0,3.0,17.22,31.77,24.47,14.7,93.89,7.49,176.1
4,JAMMU & KASHMIR,1991.0,4.0,20.75,34.66,27.68,31.72,93.75,9.96,233.2
5,JAMMU & KASHMIR,1991.0,5.0,23.91,36.92,30.39,52.32,93.67,9.98,93.5
6,JAMMU & KASHMIR,1991.0,6.0,24.0,34.09,29.02,175.95,93.46,11.82,75.6
7,JAMMU & KASHMIR,1991.0,7.0,23.62,31.77,27.67,255.15,93.57,11.47,162.8
8,JAMMU & KASHMIR,1991.0,8.0,22.75,30.07,26.39,234.0,93.71,8.56,204.4
9,JAMMU & KASHMIR,1991.0,9.0,22.08,31.06,26.55,139.25,93.85,7.04,148.9
10,JAMMU & KASHMIR,1991.0,10.0,18.76,30.89,24.8,65.58,93.8,7.51,10.6
11,JAMMU & KASHMIR,1991.0,11.0,14.5,27.78,21.12,28.59,94.19,10.33,5.6
12,JAMMU & KASHMIR,1991.0,12.0,11.12,24.8,17.94,11.48,94.24,7.84,50.5
1,JAMMU & KASHMIR,1992.0,1.0,10.39,24.17,17.26,13.59,94.38,8.18,161.9
2,JAMMU & KASHMIR,1992.0,2.0,11.87,25.9,18.87,14.1,94.08,7.25,91.2
3,JAMMU & KASHMIR,1992.0,3.0,17.02,31.58,24.27,11.37,94.02,6.66,194.7
4,JAMMU & KASHMIR,1992.0,4.0,20.85,34.95,27.88,15.74,93.83,6.77,86.8
5,JAMMU & KASHMIR,1992.0,5.0,23.2,36.26,29.71,51.26,93.7,10.02,110.7
6,JAMMU & KASHMIR,1992.0,6.0,24.69,35.24,29.94,104.92,93.47,13.52,44.6
7,JAMMU & KASHMIR,1992.0,7.0,23.73,31.6,27.64,218.17,93.61,13.62,168.8
8,JAMMU & KASHMIR,1992.0,8.0,22.75,29.95,26.32,254.1,93.67,11.95,306.1
9,JAMMU & KASHMIR,1992.0,9.0,21.44,30.62,26.0,175.54,93.72,10.84,226.6
10,JAMMU & KASHMIR,1992.0,10.0,19.15,30.58,24.84,68.84,93.89,5.87,22.6
11,JAMMU & KASHMIR,1992.0,11.0,14.78,27.81,21.27,33.44,94.03,9.51,36.4
12,JAMMU & KASHMIR,1992.0,12.0,11.13,25.06,18.07,4.0,94.37,5.21,27.6
1,JAMMU & KASHMIR,1993.0,1.0,10.88,24.6,17.72,7.86,94.24,8.09,114.9
2,JAMMU & KASHMIR,1993.0,2.0,13.13,27.87,20.48,12.86,94.15,9.82,123.6
3,JAMMU & KASHMIR,1993.0,3.0,15.99,30.21,23.08,21.85,94.01,7.31,233.1
4,JAMMU & KASHMIR,1993.0,4.0,20.67,34.73,27.68,22.92,93.85,8.25,31.8
5,JAMMU & KASHMIR,1993.0,5.0,23.97,36.99,30.46,62.17,93.68,9.17,106.5
6,JAMMU & KASHMIR,1993.0,6.0,24.81,35.17,29.96,149.47,93.6,11.77,93.6
7,JAMMU & KASHMIR,1993.0,7.0,23.44,31.27,27.33,288.04,93.54,12.59,324.7
8,JAMMU & KASHMIR,1993.0,8.0,23.04,30.79,26.89,192.12,93.76,9.93,63.4
9,JAMMU & KASHMIR,1993.0,9.0,22.08,30.51,26.27,189.42,93.79,7.8,84.3
10,JAMMU & KASHMIR,1993.0,10.0,19.54,30.95,25.22,82.94,93.92,7.45,13.2
11,JAMMU & KASHMIR,1993.0,11.0,15.01,28.29,21.63,23.14,94.05,9.27,54.4
12,JAMMU & KASHMIR,1993.0,12.0,11.12,25.31,18.19,14.13,94.23,8.86,0.2
1,JAMMU & KASHMIR,1994.0,1.0,11.53,25.01,18.25,20.93,94.11,7.92,139.9
2,JAMMU & KASHMIR,1994.0,2.0,12.61,26.39,19.48,16.09,93.96,6.05,133.0
3,JAMMU & KASHMIR,1994.0,3.0,17.65,32.74,25.17,14.12,93.95,8.83,82.3
4,JAMMU & KASHMIR,1994.0,4.0,20.48,34.28,27.36,35.47,93.79,6.69,136.6
5,JAMMU & KASHMIR,1994.0,5.0,24.1,37.39,30.72,42.07,93.65,9.75,99.2
6,JAMMU & KASHMIR,1994.0,6.0,24.15,34.43,29.26,162.14,93.42,11.92,107.9
7,JAMMU & KASHMIR,1994.0,7.0,22.84,30.49,26.64,334.13,93.55,11.11,344.7
8,JAMMU & KASHMIR,1994.0,8.0,22.77,29.92,26.32,265.94,93.66,10.3,329.1
9,JAMMU & KASHMIR,1994.0,9.0,21.75,30.69,26.19,149.81,93.87,13.42,88.6
10,JAMMU & KASHMIR,1994.0,10.0,18.74,30.79,24.74,90.55,93.92,7.59,32.4
11,JAMMU & KASHMIR,1994.0,11.0,14.78,27.74,21.24,19.43,94.17,7.68,2.7
12,JAMMU & KASHMIR,1994.0,12.0,10.89,24.94,17.89,5.59,94.34,6.35,236.0
1,JAMMU & KASHMIR,1995.0,1.0,9.76,23.27,16.49,24.75,94.24,7.67,101.4
2,JAMMU & KASHMIR,1995.0,2.0,13.02,27.0,19.99,15.43,94.08,7.82,210.2
3,JAMMU & KASHMIR,1995.0,3.0,16.47,30.77,23.6,23.12,93.95,7.72,129.3
4,JAMMU & KASHMIR,1995.0,4.0,20.51,34.62,27.54,21.68,93.8,7.58,124.9
5,JAMMU & KASHMIR,1995.0,5.0,23.7,36.63,30.14,55.51,93.6,10.57,74.4
6,JAMMU & KASHMIR,1995.0,6.0,25.46,35.98,30.7,137.08,93.51,7.48,56.0
7,JAMMU & KASHMIR,1995.0,7.0,23.61,31.45,27.5,319.03,93.48,11.83,408.0
8,JAMMU & KASHMIR,1995.0,8.0,23.37,30.4,26.86,253.15,93.59,10.94,241.3
9,JAMMU & KASHMIR,1995.0,9.0,22.25,31.07,26.64,184.3,93.74,12.94,140.1
10,JAMMU & KASHMIR,1995.0,10.0,19.67,31.36,25.5,81.55,93.8,8.28,38.8
11,JAMMU & KASHMIR,1995.0,11.0,14.88,28.22,21.52,24.43,93.97,6.3,45.6
12,JAMMU & KASHMIR,1995.0,12.0,11.81,25.25,18.51,6.71,94.37,7.47,49.6
1,JAMMU & KASHMIR,1996.0,1.0,11.39,24.89,18.11,16.35,94.11,8.83,127.5
2,JAMMU & KASHMIR,1996.0,2.0,13.17,27.61,20.37,12.32,94.02,9.02,115.7
3,JAMMU & KASHMIR,1996.0,3.0,18.08,32.61,25.32,16.2,93.84,7.73,213.6
4,JAMMU & KASHMIR,1996.0,4.0,20.96,35.2,28.06,30.77,93.73,9.43,85.4
5,JAMMU & KASHMIR,1996.0,5.0,23.97,37.02,30.47,39.44,93.68,9.34,125.5
6,JAMMU & KASHMIR,1996.0,6.0,24.38,34.54,29.43,166.75,93.53,14.55,182.0
7,JAMMU & KASHMIR,1996.0,7.0,23.6,31.42,27.49,278.54,93.54,12.18,136.0
8,JAMMU & KASHMIR,1996.0,8.0,22.63,29.78,26.18,271.18,93.63,11.68,441.5
9,JAMMU & KASHMIR,1996.0,9.0,22.33,30.83,26.55,148.74,93.61,7.16,52.3
10,JAMMU & KASHMIR,1996.0,10.0,18.95,30.35,24.63,105.18,93.8,10.45,96.4
11,JAMMU & KASHMIR,1996.0,11.0,14.33,28.18,21.23,14.43,94.04,8.15,25.8
12,JAMMU & KASHMIR,1996.0,12.0,10.58,25.4,17.96,10.22,94.19,7.22,18.8
1,JAMMU & KASHMIR,1997.0,1.0,9.78,24.09,16.91,11.83,94.18,7.12,68.4
2,JAMMU & KASHMIR,1997.0,2.0,11.85,26.63,19.22,5.27,94.04,6.75,55.6
3,JAMMU & KASHMIR,1997.0,3.0,17.06,31.6,24.31,19.27,94.01,8.93,164.1
4,JAMMU & KASHMIR,1997.0,4.0,19.75,33.39,26.55,40.09,93.88,7.65,144.5
5,JAMMU & KASHMIR,1997.0,5.0,22.84,35.88,29.34,39.16,93.74,10.2,89.1
6,JAMMU & KASHMIR,1997.0,6.0,23.96,34.31,29.11,134.57,93.72,11.19,81.2
7,JAMMU & KASHMIR,1997.0,7.0,23.64,31.62,27.6,267.89,93.6,9.03,126.6
8,JAMMU & KASHMIR,1997.0,8.0,22.95,30.44,26.67,282.7,93.78,9.81,270.2
9,JAMMU & KASHMIR,1997.0,9.0,22.05,30.77,26.38,161.77,93.92,8.55,75.4
10,JAMMU & KASHMIR,1997.0,10.0,18.2,30.31,24.24,67.69,94.16,6.13,77.3
11,JAMMU & KASHMIR,1997.0,11.0,15.83,27.78,21.78,57.35,94.12,7.77,84.3
12,JAMMU & KASHMIR,1997.0,12.0,11.91,23.99,17.93,32.15,94.19,8.5,59.2
1,JAMMU & KASHMIR,1998.0,1.0,10.87,24.63,17.73,8.02,94.19,7.58,75.0
2,JAMMU & KASHMIR,1998.0,2.0,13.11,27.45,20.26,17.1,94.19,7.95,297.2
3,JAMMU & KASHMIR,1998.0,3.0,16.21,30.99,23.58,23.96,93.99,7.73,185.4
4,JAMMU & KASHMIR,1998.0,4.0,21.64,35.43,28.51,34.01,93.84,8.1,192.8
5,JAMMU & KASHMIR,1998.0,5.0,24.53,37.8,31.14,51.5,93.65,9.8,75.1
6,JAMMU & KASHMIR,1998.0,6.0,25.17,35.76,30.44,137.37,93.49,13.12,59.3
7,JAMMU & KASHMIR,1998.0,7.0,23.86,31.49,27.65,294.86,93.55,13.84,161.0
8,JAMMU & KASHMIR,1998.0,8.0,23.53,30.78,27.13,266.45,93.63,10.13,131.1
9,JAMMU & KASHMIR,1998.0,9.0,22.57,31.06,26.79,193.59,93.63,8.59,97.9
10,JAMMU & KASHMIR,1998.0,10.0,20.02,31.4,25.68,107.38,93.8,9.3,49.2
11,JAMMU & KASHMIR,1998.0,11.0,15.51,28.37,21.91,40.34,93.98,7.79,1.8
12,JAMMU & KASHMIR,1998.0,12.0,11.06,25.42,18.22,12.49,94.22,7.25,0.0
1,JAMMU & KASHMIR,1999.0,1.0,10.14,24.32,17.21,10.35,94.07,7.09,183.5
2,JAMMU & KASHMIR,1999.0,2.0,13.74,28.21,20.95,13.43,94.15,8.62,56.0
3,JAMMU & KASHMIR,1999.0,3.0,17.43,32.74,25.06,4.83,93.7,8.1,91.6
4,JAMMU & KASHMIR,1999.0,4.0,21.95,36.53,29.21,17.28,93.67,8.98,24.3
5,JAMMU & KASHMIR,1999.0,5.0,23.67,36.32,29.97,69.58,93.61,10.53,47.6
6,JAMMU & KASHMIR,1999.0,6.0,23.89,34.12,28.98,136.33,93.65,9.64,51.9
7,JAMMU & KASHMIR,1999.0,7.0,23.33,31.24,27.26,265.41,93.54,11.11,133.8
8,JAMMU & KASHMIR,1999.0,8.0,23.02,30.32,26.64,229.03,93.69,10.98,145.0
9,JAMMU & KASHMIR,1999.0,9.0,22.16,31.07,26.59,184.64,93.71,9.09,84.8
10,JAMMU & KASHMIR,1999.0,10.0,19.73,31.0,25.34,111.57,93.73,6.09,3.5
11,JAMMU & KASHMIR,1999.0,11.0,15.25,28.91,22.06,14.92,94.08,8.06,68.4
